apparent_elevation,azimuth,elevation,zenith,latitude,longitude,timestamp
-50.38975464208583,348.3825741504053,-50.38975464208583,140.38975464208585,19.996751368420384,73.79008784475225,2020-05-15 00:00:00
-50.93002420688625,353.91595160810493,-50.93002420688625,140.93002420688626,19.996751368420384,73.79008784475225,2020-05-15 00:15:00
-51.12858584962365,359.550154569873,-51.12858584962365,141.12858584962365,19.996751368420384,73.79008784475225,2020-05-15 00:30:00
-50.98022084771779,5.19123481670016,-50.98022084771779,140.9802208477178,19.996751368420384,73.79008784475225,2020-05-15 00:45:00
-50.488846790210296,10.744523107414238,-50.488846790210296,140.4888467902103,19.996751368420384,73.79008784475225,2020-05-15 01:00:00
-49.66701888128442,16.124262152144183,-49.66701888128442,139.66701888128443,19.996751368420384,73.79008784475225,2020-05-15 01:15:00
-48.53441163418115,21.261088712504716,-48.53441163418115,138.53441163418114,19.996751368420384,73.79008784475225,2020-05-15 01:30:00
-47.11568234921727,26.10594785367357,-47.11568234921727,137.11568234921728,19.996751368420384,73.79008784475225,2020-05-15 01:45:00
-45.438200041425624,30.630343016251004,-45.438200041425624,135.43820004142563,19.996751368420384,73.79008784475225,2020-05-15 02:00:00
-43.53003510729268,34.823845386367566,-43.53003510729268,133.5300351072927,19.996751368420384,73.79008784475225,2020-05-15 02:15:00
-41.418426725249915,38.69017573538167,-41.418426725249915,131.4184267252499,19.996751368420384,73.79008784475225,2020-05-15 02:30:00
-39.12877397932312,42.24300703949302,-39.12877397932312,129.1287739793231,19.996751368420384,73.79008784475225,2020-05-15 02:45:00
-36.684087568151305,45.50221878960116,-36.684087568151305,126.68408756815131,19.996751368420384,73.79008784475225,2020-05-15 03:00:00
-34.10478906071986,48.49093173238555,-34.10478906071986,124.10478906071987,19.996751368420384,73.79008784475225,2020-05-15 03:15:00
-31.408741441959982,51.23336662262818,-31.408741441959982,121.40874144195999,19.996751368420384,73.79008784475225,2020-05-15 03:30:00
-28.611417702110685,53.753417237262454,-28.611417702110685,118.61141770211069,19.996751368420384,73.79008784475225,2020-05-15 03:45:00
-25.72613747641299,56.07377997428716,-25.72613747641299,115.72613747641299,19.996751368420384,73.79008784475225,2020-05-15 04:00:00
-22.764325072518698,58.215484492345524,-22.764325072518698,112.7643250725187,19.996751368420384,73.79008784475225,2020-05-15 04:15:00
-19.73576397114229,60.19769353357373,-19.73576397114229,109.73576397114229,19.996751368420384,73.79008784475225,2020-05-15 04:30:00
-16.64883222771642,62.03767506126724,-16.64883222771642,106.64883222771641,19.996751368420384,73.79008784475225,2020-05-15 04:45:00
-13.510711068045367,63.75087788231383,-13.510711068045367,103.51071106804537,19.996751368420384,73.79008784475225,2020-05-15 05:00:00
-10.327567553324718,65.35106236129519,-10.327567553324718,100.32756755332471,19.996751368420384,73.79008784475225,2020-05-15 05:15:00
-7.104711242974972,66.85045694523956,-7.104711242974972,97.10471124297497,19.996751368420384,73.79008784475225,2020-05-15 05:30:00
-3.84672591851473,68.25992239193431,-3.84672591851473,93.84672591851474,19.996751368420384,73.79008784475225,2020-05-15 05:45:00
0.011360200934282583,69.58911159323037,-0.557581808267741,90.55758180826774,19.996751368420384,73.79008784475225,2020-05-15 06:00:00
2.9973811884802823,70.84661997317858,2.759270009608844,87.24072999039116,19.996751368420384,73.79008784475225,2020-05-15 06:15:00
6.238355869174756,72.04012439087836,6.10081967260713,83.89918032739287,19.996751368420384,73.79008784475225,2020-05-15 06:30:00
9.558825578848555,73.17650898162606,9.464431994784146,80.53556800521585,19.996751368420384,73.79008784475225,2020-05-15 06:45:00
12.918758945619398,74.26197927438955,12.847790525383308,77.1522094746167,19.996751368420384,73.79008784475225,2020-05-15 07:00:00
16.30518809019648,75.30216649560577,16.248851799260713,73.7511482007393,19.996751368420384,73.79008784475225,2020-05-15 07:15:00
19.712128944427707,76.30222320584181,19.665805569010097,70.3341944309899,19.996751368420384,73.79008784475225,2020-05-15 07:30:00
23.136059357476164,77.26691329426268,23.097041098096774,66.90295890190322,19.996751368420384,73.79008784475225,2020-05-15 07:45:00
26.574548974979997,78.2006997509065,26.541119859232246,63.458880140767754,19.996751368420384,73.79008784475225,2020-05-15 08:00:00
30.025743271446164,79.1078332539181,29.996751006340762,60.00324899365924,19.996751368420384,73.79008784475225,2020-05-15 08:15:00
33.48813465255179,79.9924470699716,33.46277024706582,56.53722975293418,19.996751368420384,73.79008784475225,2020-05-15 08:30:00
36.960447625447344,80.85866566965399,36.938122873015224,53.061877126984776,19.996751368420384,73.79008784475225,2020-05-15 08:45:00
40.44157252233489,81.7107367670007,40.421847605504645,49.578152394495355,19.996751368420384,73.79008784475225,2020-05-15 09:00:00
43.93052355170435,82.55320336003854,43.91306209928518,46.08693790071482,19.996751368420384,73.79008784475225,2020-05-15 09:15:00
47.42641092933671,83.39114242565637,47.41095095823861,42.58904904176139,19.996751368420384,73.79008784475225,2020-05-15 09:30:00
50.928418316507454,84.23051435759822,50.914752794140036,39.085247205859964,19.996751368420384,73.79008784475225,2020-05-15 09:45:00
54.43578333202945,85.07870322869326,54.423746796858424,35.576253203141576,19.996751368420384,73.79008784475225,2020-05-15 10:00:00
57.94777960353112,85.94539756618428,57.93723873089063,32.06276126910937,19.996751368420384,73.79008784475225,2020-05-15 10:15:00
61.463693963881845,86.8441073596012,61.45454077593295,28.545459224067052,19.996751368420384,73.79008784475225,2020-05-15 10:30:00
64.98279405259638,87.79494736239474,64.97494094596385,25.02505905403615,19.996751368420384,73.79008784475225,2020-05-15 10:45:00
